108,New Jersey,100,ANDREWS,-0.316,1,-0.179
103,TEXAS,100,ANDREWS  MI,-0.142,25,0.309
107,New Jersey,100,ANDREWS  RO,-0.316,1,-0.179
106,New Jersey,100,ANDREWS  RO,-0.316,1,-0.179
105,New Jersey,100,ANDREWS  RO,-0.316,1,-0.179
104,New Jersey,100,ANDREWS  RO,-0.316,1,-0.179
103,New Jersey,100,ANDREWS  RO,-0.316,1,-0.179
103,MAINE,100,ANDREWS  TH,-0.426,1,-0.6
103,OHIO,100,APPLEGATE,-0.116,18,0.176
106,TEXAS,200,ARCHER,0.498,7,0.235
105,TEXAS,200,ARCHER,0.498,7,0.235
104,TEXAS,200,ARCHER,0.498,7,0.235
103,TEXAS,200,ARCHER,0.498,7,0.235
111,New York,100,ARCURI,-0.215,24,0.266
110,New York,100,ARCURI,-0.215,24,0.266
107,TEXAS,200,ARMEY,0.635,26,-0.128
106,TEXAS,200,ARMEY,0.635,26,-0.128
105,TEXAS,200,ARMEY,0.635,26,-0.128
104,TEXAS,200,ARMEY,0.635,26,-0.128
103,TEXAS,200,ARMEY,0.635,26,-0.128
106,missouri,200,ASHCROFT,0.541,0,-0.177
105,missouri,200,ASHCROFT,0.541,0,-0.177
104,missouri,200,ASHCROFT,0.541,0,-0.177
112,OHIO,200,AUSTRIA,0.401,7,-0.04
111,OHIO,200,AUSTRIA,0.401,7,-0.04
112,New hampshire,200,AYOTTE,0.451,0,-0.408
112,California,100,BACA,-0.353,43,0.209
111,California,100,BACA,-0.353,43,0.209
110,California,100,BACA,-0.353,43,0.209
109,California,100,BACA,-0.353,43,0.209
108,California,100,BACA,-0.353,43,0.209
107,California,100,BACA  JOE,-0.353,42,0.209
106,California,100,BACA  JOE,-0.353,42,0.209
103,FLORIDA,100,BACCHUS,-0.249,15,-0.048
112,minnesota,200,BACHMANN,0.595,6,-0.258
111,minnesota,200,BACHMANN,0.595,6,-0.258
110,minnesota,200,BACHMANN,0.595,6,-0.258
112,ALABAMA,200,BACHUS,0.403,6,0.088
111,ALABAMA,200,BACHUS,0.403,6,0.088
110,ALABAMA,200,BACHUS,0.403,6,0.088
109,ALABAMA,200,BACHUS,0.403,6,0.088
108,ALABAMA,200,BACHUS,0.403,6,0.088
107,ALABAMA,200,BACHUS,0.403,6,0.088
106,ALABAMA,200,BACHUS,0.403,6,0.088
105,ALABAMA,200,BACHUS,0.403,6,0.088
104,ALABAMA,200,BACHUS,0.403,6,0.088
103,ALABAMA,200,BACHUS,0.403,6,0.088
105,kentucky,100,BAESLER,-0.165,6,0.221
104,kentucky,100,BAESLER,-0.165,6,0.221
103,kentucky,100,BAESLER,-0.165,6,0.221
111,Washington,100,BAIRD,-0.367,3,0.292
110,Washington,100,BAIRD,-0.367,3,0.292
109,Washington,100,BAIRD,-0.367,3,0.292
108,Washington,100,BAIRD,-0.367,3,0.292
107,Washington,100,BAIRD  BRIA,-0.367,3,0.292
106,Washington,100,BAIRD  BRIA,-0.367,3,0.292
110,louisiana,200,BAKER,0.429,6,-0.002
109,louisiana,200,BAKER,0.429,6,-0.002
108,louisiana,200,BAKER,0.429,6,-0.002
107,louisiana,200,BAKER,0.429,6,-0.002
106,louisiana,200,BAKER,0.429,6,-0.002
105,louisiana,200,BAKER,0.429,6,-0.002
104,louisiana,200,BAKER,0.429,6,-0.002
103,louisiana,200,BAKER,0.429,6,-0.002
104,California,200,BAKER  BILL,0.531,10,-0.066
103,California,200,BAKER  BILL,0.531,10,-0.066
107,MAINE,100,BALDACCI,-0.356,2,-0.055
106,MAINE,100,BALDACCI,-0.356,2,-0.055
105,MAINE,100,BALDACCI,-0.356,2,-0.055
104,MAINE,100,BALDACCI,-0.356,2,-0.055
112,Wisconsin,100,BALDWIN,-0.594,2,-0.237
111,Wisconsin,100,BALDWIN,-0.594,2,-0.237
110,Wisconsin,100,BALDWIN,-0.594,2,-0.237
109,Wisconsin,100,BALDWIN,-0.594,2,-0.237
108,Wisconsin,100,BALDWIN,-0.594,2,-0.237
107,Wisconsin,100,BALDWIN  TA,-0.594,2,-0.237
106,Wisconsin,100,BALDWIN  TA,-0.594,2,-0.237
108,North Carolina,100,BALLANCE,-0.472,1,-0.098
108,North Carolina,200,BALLENGER,0.465,10,-0.182
107,North Carolina,200,BALLENGER,0.465,10,-0.182
106,North Carolina,200,BALLENGER,0.465,10,-0.182
105,North Carolina,200,BALLENGER,0.465,10,-0.182
104,North Carolina,200,BALLENGER,0.465,10,-0.182
103,North Carolina,200,BALLENGER,0.465,10,-0.182
112,WYOMING,200,BARRASSO,0.525,0,0.146
112,ARIZONA,100,BARBER,-0.303,8,0.098
103,Wisconsin,100,BARCA,-0.183,1,-0.195
107,Michigan,100,BARCIA,-0.185,5,0.465
106,Michigan,100,BARCIA,-0.185,5,0.465
105,Michigan,100,BARCIA,-0.185,5,0.465
104,Michigan,100,BARCIA,-0.185,5,0.465
103,Michigan,100,BARCIA,-0.185,5,0.465
112,Pennsylvania,200,BARLETTA,0.266,11,0.24
103,kentucky,100,BARLOW,-0.326,1,0.416
107,GEORGIA,200,BARR,0.627,7,0.176
106,GEORGIA,200,BARR,0.627,7,0.176
105,GEORGIA,200,BARR,0.627,7,0.176
104,GEORGIA,200,BARR,0.627,7,0.176
111,WYOMING,200,BARRASSO,0.525,0,0.146
110,WYOMING,200,BARRASSO,0.525,0,0.146
111,South Carolina,200,BARRETT,0.667,3,-0.109
110,South Carolina,200,BARRETT,0.667,3,-0.109
109,South Carolina,200,BARRETT,0.667,3,-0.109
108,South Carolina,200,BARRETT,0.667,3,-0.109
106,nebraska,200,BARRETT,0.384,3,-0.102
105,nebraska,200,BARRETT,0.384,3,-0.102
104,nebraska,200,BARRETT,0.384,3,-0.102
103,nebraska,200,BARRETT,0.384,3,-0.102
107,Wisconsin,100,BARRETT  TH,-0.415,5,-0.498
106,Wisconsin,100,BARRETT  TH,-0.415,5,-0.498
105,Wisconsin,100,BARRETT  TH,-0.415,5,-0.498
104,Wisconsin,100,BARRETT  TH,-0.415,5,-0.498
103,Wisconsin,100,BARRETT  TH,-0.415,5,-0.498
112,GEORGIA,100,BARROW,-0.127,12,0.437
111,GEORGIA,100,BARROW,-0.127,12,0.437
110,GEORGIA,100,BARROW,-0.127,12,0.437
109,GEORGIA,100,BARROW,-0.127,12,0.437
112,maryland,200,BARTLETT,0.501,6,-0.116
111,maryland,200,BARTLETT,0.501,6,-0.116
110,maryland,200,BARTLETT,0.501,6,-0.116
109,maryland,200,BARTLETT,0.501,6,-0.116
108,maryland,200,BARTLETT,0.501,6,-0.116
107,maryland,200,BARTLETT,0.501,6,-0.116
106,maryland,200,BARTLETT,0.501,6,-0.116
105,maryland,200,BARTLETT,0.501,6,-0.116
104,maryland,200,BARTLETT,0.501,6,-0.116
103,maryland,200,BARTLETT,0.501,6,-0.116
112,TEXAS,200,BARTON,0.54,6,0.018
111,TEXAS,200,BARTON,0.54,6,0.018
110,TEXAS,200,BARTON,0.54,6,0.018
109,TEXAS,200,BARTON,0.54,6,0.018
108,TEXAS,200,BARTON,0.54,6,0.018
107,TEXAS,200,BARTON,0.54,6,0.018
106,TEXAS,200,BARTON,0.54,6,0.018
105,TEXAS,200,BARTON,0.54,6,0.018
104,TEXAS,200,BARTON,0.54,6,0.018
103,TEXAS,200,BARTON,0.54,6,0.018
112,California,100,BASS,-0.579,33,-0.231
112,New hampshire,200,BASS,0.344,2,-0.723
109,New hampshire,200,BASS,0.344,2,-0.723
108,New hampshire,200,BASS,0.344,2,-0.723
107,New hampshire,200,BASS,0.344,2,-0.723
106,New hampshire,200,BASS,0.344,2,-0.723
105,New hampshire,200,BASS,0.344,2,-0.723
104,New hampshire,200,BASS,0.344,2,-0.723
106,Virginia,200,BATEMAN,0.242,1,0.188
105,Virginia,200,BATEMAN,0.242,1,0.188
104,Virginia,200,BATEMAN,0.242,1,0.188
103,Virginia,200,BATEMAN,0.242,1,0.188
112,MONTANA,100,BAUCUS,-0.226,0,0.078
111,MONTANA,100,BAUCUS,-0.226,0,0.078
110,MONTANA,100,BAUCUS,-0.226,0,0.078
109,MONTANA,100,BAUCUS,-0.226,0,0.078
108,MONTANA,100,BAUCUS,-0.226,0,0.078
107,MONTANA,100,BAUCUS,-0.226,0,0.078
106,MONTANA,100,BAUCUS,-0.226,0,0.078
105,MONTANA,100,BAUCUS,-0.226,0,0.078
104,MONTANA,100,BAUCUS,-0.226,0,0.078
103,MONTANA,100,BAUCUS,-0.226,0,0.078
111,INDIANA,100,BAYH,-0.175,0,-0.066
110,INDIANA,100,BAYH,-0.175,0,-0.066
109,INDIANA,100,BAYH,-0.175,0,-0.066
108,INDIANA,100,BAYH,-0.175,0,-0.066
107,INDIANA,100,BAYH,-0.175,0,-0.066
106,INDIANA,100,BAYH,-0.175,0,-0.066
111,Illinois,100,BEAN,-0.178,8,-0.273
110,Illinois,100,BEAN,-0.178,8,-0.273
109,Illinois,100,BEAN,-0.178,8,-0.273
109,Colorado,200,BEAUPREZ,0.525,7,-0.192
108,Colorado,200,BEAUPREZ,0.525,7,-0.192
112,California,100,BECERRA,-0.544,31,-0.302
111,California,100,BECERRA,-0.544,31,-0.302
110,California,100,BECERRA,-0.544,31,-0.302
109,California,100,BECERRA,-0.544,31,-0.302
108,California,100,BECERRA,-0.544,31,-0.302
107,California,100,BECERRA,-0.544,30,-0.302
106,California,100,BECERRA,-0.544,30,-0.302
105,California,100,BECERRA,-0.544,30,-0.302
104,California,100,BECERRA,-0.544,30,-0.302
103,California,100,BECERRA,-0.544,30,-0.302
112,ALASKA,100,BEGICH,-0.269,0,0.25
111,ALASKA,100,BEGICH,-0.269,0,0.25
104,California,100,BEILENSON,-0.474,24,-0.582
103,California,100,BEILENSON,-0.474,24,-0.582
108,TEXAS,100,BELL,-0.357,25,0.132
112,Michigan,200,BENISHEK,0.631,1,-0.459
112,Colorado,100,BENNET,-0.241,0,-0.167
111,Colorado,100,BENNET,-0.241,0,-0.167
111,UTAH,200,BENNETT,0.33,0,-0.075
110,UTAH,200,BENNETT,0.33,0,-0.075
109,UTAH,200,BENNETT,0.33,0,-0.075
108,UTAH,200,BENNETT,0.33,0,-0.075
107,UTAH,200,BENNETT,0.33,0,-0.075
106,UTAH,200,BENNETT,0.33,0,-0.075
105,UTAH,200,BENNETT,0.33,0,-0.075
104,UTAH,200,BENNETT,0.33,0,-0.075
103,UTAH,200,BENNETT,0.33,0,-0.075
103,maryland,200,BENTLEY,0.278,2,-0.336
107,TEXAS,100,BENTSEN,-0.305,25,0.044
106,TEXAS,100,BENTSEN,-0.305,25,0.044
105,TEXAS,100,BENTSEN,-0.305,25,0.044
104,TEXAS,100,BENTSEN,-0.305,25,0.044
108,nebraska,200,BEREUTER,0.232,1,-0.361
107,nebraska,200,BEREUTER,0.232,1,-0.361
106,nebraska,200,BEREUTER,0.232,1,-0.361
105,nebraska,200,BEREUTER,0.232,1,-0.361
104,nebraska,200,BEREUTER,0.232,1,-0.361
103,nebraska,200,BEREUTER,0.232,1,-0.361
112,North Dakota,200,BERG,0.359,1,0.235
112,NEVADA,100,BERKLEY,-0.321,1,-0.094
111,NEVADA,100,BERKLEY,-0.321,1,-0.094
110,NEVADA,100,BERKLEY,-0.321,1,-0.094
109,NEVADA,100,BERKLEY,-0.321,1,-0.094
108,NEVADA,100,BERKLEY,-0.321,1,-0.094
107,NEVADA,100,BERKLEY  SH,-0.321,1,-0.094
106,NEVADA,100,BERKLEY  SH,-0.321,1,-0.094
112,California,100,BERMAN,-0.433,28,-0.36
111,California,100,BERMAN,-0.433,28,-0.36
110,California,100,BERMAN,-0.433,28,-0.36
109,California,100,BERMAN,-0.433,28,-0.36
108,California,100,BERMAN,-0.433,28,-0.36
107,California,100,BERMAN,-0.433,26,-0.36
106,California,100,BERMAN,-0.433,26,-0.36
105,California,100,BERMAN,-0.433,26,-0.36
104,California,100,BERMAN,-0.433,26,-0.36
103,California,100,BERMAN,-0.433,26,-0.36
111,Arkansas,100,BERRY,-0.295,1,0.849
110,Arkansas,100,BERRY,-0.295,1,0.849
109,Arkansas,100,BERRY,-0.295,1,0.849
108,Arkansas,100,BERRY,-0.295,1,0.849
107,Arkansas,100,BERRY,-0.295,1,0.849
106,Arkansas,100,BERRY,-0.295,1,0.849
105,Arkansas,100,BERRY,-0.295,1,0.849
104,ALABAMA,100,BEVILL,-0.2,4,0.866
103,ALABAMA,100,BEVILL,-0.2,4,0.866
110,Delaware,100,BIDEN,-0.331,0,-0.012
109,Delaware,100,BIDEN,-0.331,0,-0.012
108,Delaware,100,BIDEN,-0.331,0,-0.012
107,Delaware,100,BIDEN,-0.331,0,-0.012
106,Delaware,100,BIDEN,-0.331,0,-0.012
105,Delaware,100,BIDEN,-0.331,0,-0.012
104,Delaware,100,BIDEN,-0.331,0,-0.012
103,Delaware,100,BIDEN,-0.331,0,-0.012
112,Illinois,200,BIGGERT,0.315,13,-0.507
111,Illinois,200,BIGGERT,0.315,13,-0.507
110,Illinois,200,BIGGERT,0.315,13,-0.507
109,Illinois,200,BIGGERT,0.315,13,-0.507
108,Illinois,200,BIGGERT,0.315,13,-0.507
107,Illinois,200,BIGGERT  JU,0.315,13,-0.507
106,Illinois,200,BIGGERT  JU,0.315,13,-0.507
112,California,200,BILBRAY,0.408,50,-0.589
111,California,200,BILBRAY,0.408,50,-0.589
110,California,200,BILBRAY,0.408,50,-0.589
109,California,200,BILBRAY,0.408,50,-0.589
106,California,200,BILBRAY,0.408,49,-0.589
105,California,200,BILBRAY,0.408,49,-0.589
104,California,200,BILBRAY,0.408,49,-0.589
103,NEVADA,100,BILBRAY,-0.196,1,0.246
112,FLORIDA,200,BILIRAKIS,0.373,9,-0.047
111,FLORIDA,200,BILIRAKIS,0.373,9,-0.047
110,FLORIDA,200,BILIRAKIS,0.373,9,-0.047
109,FLORIDA,200,BILIRAKIS,0.377,9,-0.232
108,FLORIDA,200,BILIRAKIS,0.377,9,-0.232
107,FLORIDA,200,BILIRAKIS,0.377,9,-0.232
106,FLORIDA,200,BILIRAKIS,0.377,9,-0.232
105,FLORIDA,200,BILIRAKIS,0.377,9,-0.232
104,FLORIDA,200,BILIRAKIS,0.377,9,-0.232
103,FLORIDA,200,BILIRAKIS,0.377,9,-0.232
112,New Mexico,100,BINGAMAN,-0.292,0,0.162
111,New Mexico,100,BINGAMAN,-0.292,0,0.162
110,New Mexico,100,BINGAMAN,-0.292,0,0.162
109,New Mexico,100,BINGAMAN,-0.292,0,0.162
108,New Mexico,100,BINGAMAN,-0.292,0,0.162
107,New Mexico,100,BINGAMAN,-0.292,0,0.162
106,New Mexico,100,BINGAMAN,-0.292,0,0.162
105,New Mexico,100,BINGAMAN,-0.292,0,0.162
104,New Mexico,100,BINGAMAN,-0.292,0,0.162
103,New Mexico,100,BINGAMAN,-0.292,0,0.162
112,GEORGIA,100,BISHOP,-0.277,2,0.404
112,New York,100,BISHOP,-0.36,1,-0.178
112,UTAH,200,BISHOP,0.543,1,0.032
111,GEORGIA,100,BISHOP,-0.277,2,0.404
111,New York,100,BISHOP,-0.36,1,-0.178
111,UTAH,200,BISHOP,0.543,1,0.032
110,GEORGIA,100,BISHOP,-0.277,2,0.404
110,New York,100,BISHOP,-0.36,1,-0.178
110,UTAH,200,BISHOP,0.543,1,0.032
109,GEORGIA,100,BISHOP,-0.277,2,0.404
109,New York,100,BISHOP,-0.36,1,-0.178
109,UTAH,200,BISHOP,0.543,1,0.032
108,GEORGIA,100,BISHOP,-0.277,2,0.404
108,New York,100,BISHOP,-0.36,1,-0.178
108,UTAH,200,BISHOP,0.543,1,0.032
107,GEORGIA,100,BISHOP,-0.277,2,0.404
106,GEORGIA,100,BISHOP,-0.277,2,0.404
105,GEORGIA,100,BISHOP,-0.277,2,0.404
104,GEORGIA,100,BISHOP,-0.277,2,0.404
103,GEORGIA,100,BISHOP,-0.277,2,0.404
112,Tennessee,200,BLACK,0.595,6,0.12
112,Tennessee,200,BLACKBURN,0.632,7,-0.108
111,Tennessee,200,BLACKBURN,0.632,7,-0.108
110,Tennessee,200,BLACKBURN,0.632,7,-0.108
109,Tennessee,200,BLACKBURN,0.632,7,-0.108
108,Tennessee,200,BLACKBURN,0.632,7,-0.108
103,Pennsylvania,100,BLACKWELL,-0.564,2,-0.192
107,Illinois,100,BLAGOJEVICH,-0.346,5,-0.251
106,Illinois,100,BLAGOJEVICH,-0.346,5,-0.251
105,Illinois,100,BLAGOJEVICH,-0.346,5,-0.251
106,Virginia,200,BLILEY,0.385,7,-0.12
105,Virginia,200,BLILEY,0.385,7,-0.12
104,Virginia,200,BLILEY,0.385,7,-0.12
103,Virginia,200,BLILEY,0.385,7,-0.12
112,OREGON,100,BLUMENAUER,-0.487,3,-0.699
111,OREGON,100,BLUMENAUER,-0.487,3,-0.699
110,OREGON,100,BLUMENAUER,-0.487,3,-0.699
109,OREGON,100,BLUMENAUER,-0.487,3,-0.699
108,OREGON,100,BLUMENAUER,-0.487,3,-0.699
107,OREGON,100,BLUMENAUER,-0.487,3,-0.699
106,OREGON,100,BLUMENAUER,-0.487,3,-0.699
105,OREGON,100,BLUMENAUER,-0.487,3,-0.699
104,OREGON,100,BLUMENAUER,-0.487,3,-0.699
112,Connecticut,100,BLUMENTHAL,-0.391,0,0.176
112,missouri,200,BLUNT,0.461,0,0.06
111,missouri,200,BLUNT,0.461,7,0.06
110,missouri,200,BLUNT,0.461,7,0.06
109,missouri,200,BLUNT,0.461,7,0.06
108,missouri,200,BLUNT,0.461,7,0.06
107,missouri,200,BLUNT,0.461,7,0.06
106,missouri,200,BLUNT,0.461,7,0.06
105,missouri,200,BLUNT,0.461,7,0.06
104,Massachusetts,200,BLUTE,0.189,3,-0.499
103,Massachusetts,200,BLUTE,0.189,3,-0.499
111,OHIO,100,BOCCIERI,-0.198,16,0.36
109,New York,200,BOEHLERT,0.096,24,-0.724
108,New York,200,BOEHLERT,0.096,24,-0.724
107,New York,200,BOEHLERT,0.096,23,-0.724
106,New York,200,BOEHLERT,0.096,23,-0.724
105,New York,200,BOEHLERT,0.096,23,-0.724
104,New York,200,BOEHLERT,0.096,23,-0.724
103,New York,200,BOEHLERT,0.096,23,-0.724
111,OHIO,200,BOEHNER,0.526,8,-0.111
110,OHIO,200,BOEHNER,0.526,8,-0.111
109,OHIO,200,BOEHNER,0.526,8,-0.111
108,OHIO,200,BOEHNER,0.526,8,-0.111
107,OHIO,200,BOEHNER,0.526,8,-0.111
106,OHIO,200,BOEHNER,0.526,8,-0.111
105,OHIO,200,BOEHNER,0.526,8,-0.111
104,OHIO,200,BOEHNER,0.526,8,-0.111
103,OHIO,200,BOEHNER,0.526,8,-0.111
112,OREGON,100,BONAMICI,-0.441,1,-0.39
111,missouri,200,BOND,0.312,0,-0.136
110,missouri,200,BOND,0.312,0,-0.136
109,missouri,200,BOND,0.312,0,-0.136
108,missouri,200,BOND,0.312,0,-0.136
107,missouri,200,BOND,0.312,0,-0.136
106,missouri,200,BOND,0.312,0,-0.136
105,missouri,200,BOND,0.312,0,-0.136
104,missouri,200,BOND,0.312,0,-0.136
103,missouri,200,BOND,0.312,0,-0.136
109,TEXAS,200,BONILLA,0.418,23,-0.011
108,TEXAS,200,BONILLA,0.418,23,-0.011
107,TEXAS,200,BONILLA,0.418,23,-0.011
106,TEXAS,200,BONILLA,0.418,23,-0.011
105,TEXAS,200,BONILLA,0.418,23,-0.011
104,TEXAS,200,BONILLA,0.418,23,-0.011
103,TEXAS,200,BONILLA,0.418,23,-0.011
107,Michigan,100,BONIOR,-0.566,10,-0.025
106,Michigan,100,BONIOR,-0.566,10,-0.025
105,Michigan,100,BONIOR,-0.566,10,-0.025
104,Michigan,100,BONIOR,-0.566,10,-0.025
103,Michigan,100,BONIOR,-0.566,10,-0.025
112,ALABAMA,200,BONNER,0.402,1,0.299
111,ALABAMA,200,BONNER,0.402,1,0.299
110,ALABAMA,200,BONNER,0.402,1,0.299
109,ALABAMA,200,BONNER,0.402,1,0.299
108,ALABAMA,200,BONNER,0.402,1,0.299
110,California,200,BONO,0.35,45,-0.347
109,California,200,BONO,0.35,45,-0.347
108,California,200,BONO,0.35,45,-0.347
105,California,200,BONO,0.389,44,-0.096
104,California,200,BONO,0.389,44,-0.096
107,California,200,BONO  MARY,0.35,44,-0.347
106,California,200,BONO  MARY,0.35,44,-0.347
105,California,200,BONO  MARY,0.35,44,-0.347
112,California,200,BONO MACK,0.35,45,-0.347
111,California,200,BONO MACK,0.35,45,-0.347
112,Arkansas,200,BOOZMAN,0.406,0,0.035
111,Arkansas,200,BOOZMAN,0.406,3,0.035
110,Arkansas,200,BOOZMAN,0.406,3,0.035
109,Arkansas,200,BOOZMAN,0.406,3,0.035
108,Arkansas,200,BOOZMAN,0.406,3,0.035
107,Arkansas,200,BOOZMAN,0.406,3,0.035
112,Oklahoma,100,BOREN,-0.102,2,0.971
111,Oklahoma,100,BOREN,-0.102,2,0.971
110,Oklahoma,100,BOREN,-0.102,2,0.971
109,Oklahoma,100,BOREN,-0.102,2,0.971
103,Oklahoma,100,BOREN,-0.144,0,0.842
107,Pennsylvania,100,BORSKI,-0.426,3,0.357
106,Pennsylvania,100,BORSKI,-0.426,3,0.357
105,Pennsylvania,100,BORSKI,-0.426,3,0.357
104,Pennsylvania,100,BORSKI,-0.426,3,0.357
103,Pennsylvania,100,BORSKI,-0.426,3,0.357
112,IOWA,100,BOSWELL,-0.252,3,0.224
111,IOWA,100,BOSWELL,-0.252,3,0.224
110,IOWA,100,BOSWELL,-0.252,3,0.224
109,IOWA,100,BOSWELL,-0.252,3,0.224
108,IOWA,100,BOSWELL,-0.252,3,0.224
107,IOWA,100,BOSWELL,-0.252,3,0.224
106,IOWA,100,BOSWELL,-0.252,3,0.224
105,IOWA,100,BOSWELL,-0.252,3,0.224
111,Virginia,100,BOUCHER,-0.277,9,0.131
110,Virginia,100,BOUCHER,-0.277,9,0.131
109,Virginia,100,BOUCHER,-0.277,9,0.131
108,Virginia,100,BOUCHER,-0.277,9,0.131
107,Virginia,100,BOUCHER,-0.277,9,0.131
106,Virginia,100,BOUCHER,-0.277,9,0.131
105,Virginia,100,BOUCHER,-0.277,9,0.131
104,Virginia,100,BOUCHER,-0.277,9,0.131
103,Virginia,100,BOUCHER,-0.277,9,0.131
112,louisiana,200,BOUSTANY,0.422,7,-0.067
111,louisiana,200,BOUSTANY,0.422,7,-0.067
110,louisiana,200,BOUSTANY,0.422,7,-0.067
109,louisiana,200,BOUSTANY,0.422,7,-0.067
112,California,100,BOXER,-0.484,0,-0.328
111,California,100,BOXER,-0.484,0,-0.328
110,California,100,BOXER,-0.484,0,-0.328
109,California,100,BOXER,-0.484,0,-0.328
108,California,100,BOXER,-0.484,0,-0.328
107,California,100,BOXER,-0.484,0,-0.328
106,California,100,BOXER,-0.484,0,-0.328
105,California,100,BOXER,-0.484,0,-0.328
104,California,100,BOXER,-0.484,0,-0.328
103,California,100,BOXER,-0.484,0,-0.328
111,FLORIDA,100,BOYD,-0.193,2,0.336
110,FLORIDA,100,BOYD,-0.193,2,0.336
109,FLORIDA,100,BOYD,-0.193,2,0.336
108,FLORIDA,100,BOYD,-0.193,2,0.336
107,FLORIDA,100,BOYD,-0.193,2,0.336
106,FLORIDA,100,BOYD,-0.193,2,0.336
